"About Dexcom: Dexcom, Inc. empowers people to take control of diabetes through innovative continuous glucose monitoring (CGM) systems. Headquartered in San Diego, California, Dexcom has emerged as a leader of diabetes care technology. By listening to the needs of users, caregivers, and providers, Dexcom simplifies and improves diabetes management around the world.  Summary: Recently formed, the New Markets organization is an expanding, fully-dedicated team focused on creating significant value by driving Dexcom’s world-class continuous glucose monitoring (CGM) technology into new applications, such as non-intensive type 2 diabetes, prediabetes, the hospital and managed care facilities, and pregnancy (including gestational diabetes). These important initiatives are entrepreneurial by nature, as they may require novel go-to-market strategies and new technologies. Each member of this team will play a critical role in helping the New Markets organization first explore then realize the significant potential that exists within these exciting new opportunities.  Functional Description: Technical Individual Contributor  Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for client services and product enhancement. Interacts with product and service teams to identify questions and issues for data analysis and experiments. Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product, service, and business managers.  Essential Duties & Responsibilities: Organize and merge data from multiple sources, and run data quality assurance checks Perform statistical analysis, data visualization and interpretation using best practices and statistical methods to provide meaningful insights to technical and business teams Prepare summary statistics, tables and figures for reports, presentations and publications Coordinate with clinical associates, data scientists and engineers to ensure the accuracy and efficiency of the data collection and data entry processes Identify the bottlenecks of data processing and analysis, propose and implement solutions such as automating data pipelines and optimizing database queries Perform other responsibilities as assigned and requested  Required Qualifications: Experience in quantitative analysis and statistics Solid SQL and Excel skills for data querying and manipulation Proficiency in R or Python programming Familiarity with visualization software and techniques such as Tableau or other BI software Effective presentation skills in PowerPoint Well-organized, proactive and detail-oriented with effective time management skills Excellent written and verbal communications skills  Preferred Qualifications: Experience working in a big data cloud environment such as Google Cloud Platform (GCP) and BigQuery Working knowledge with SAS is a plus  Experience and Education Requirements: Typically requires a Bachelor’s degree in a technical discipline, and a minimum of 2-5 years related experience or Master’s degree and 0-2 years’ equivalent experience.  Travel Required: Up to 25%  Functional/Business Knowledge: Possesses a high level of theoretical knowledge. Ability to deliver technical ideas that have an impact on the objectives. Understands organizational and functional processes and policies aligned to the technical and business goals.  Scope: Demonstrates technical proficiency. Works on moderately complex problems where analysis of situations or data requires evaluation. Exercises judgment within generally defined practices and policies in selecting methods and techniques for obtaining solutions. Interprets data and draws conclusions regarding results used in presented material.  Judgement: Exercises judgment within defined procedures and practices to determine appropriate action. Normally receives general instructions on routine work, detailed instructions on new projects or assignments.  An Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability.  If you are an individual with a disability and would like to request a reasonable accommodation as part of the employment selection process, please contact Talent Acquisition at talentacquisition@dexcom.com.  To all Staffing and Recruiting Agencies: Our Careers Site is only for individuals seeking a job at Dexcom. Only authorized staffing and recruiting agencies may use this site or to submit profiles, applications or resumes on specific requisitions. Dexcom does not accept unsolicited resumes or applications from agencies. Please do not forward resumes to the Talent Acquisition team, Dexcom employees or any other company location. Dexcom is not responsible for any fees related to unsolicited resumes/applications.",Data Scientist
"About Us  Here at MCM, we are more than a specialty finance company providing debt recovery solutions for consumers. We are a global team of over 4,000 employees whose daily mission is to empower consumers to begin their path towards financial recovery and build a better life for themselves and their families. We know that the only way to support this mission is by hiring exceptional people who bring a diversity of ideas, a collaborative spirit, and a passion for attaining breakthrough results. If you are results-driven, have a passion for helping others, and thrive in an innovative environment, MCM might be the place for you!  The Statistical Analyst is responsible for the collection, management, and analysis of internal data to support modeling and collections strategies across all revenue channels. The Statistical Analyst is also responsible for the score-based valuation of existing portfolios at all levels of aggregation and/or the development of credit scores to support valuation and collections activities; collaborates with group analysts as they specify and validate collections strategies, maintain collections forecasts, and revise and improve our predictive models. This position works with partners in Marketing, Acquisitions, and Operations to aid in the development and implementation of score-based and logic-based collections practices. This role is equally comfortable discussing the academic merits of a statistical approach or the ways in which a forecasting model will impact a business channels revenue and cost expectations.  About the Job Work closely with Managers during the creation and validation of valuation products Work with partners in Operations to aid in the development and implementation of score-based and logic-based collections practices Responsible for the collection, management and analysis of internal data to support modeling and collections strategies Implement, track, and validate score-based collections strategies Facilitate the use of Decision Science methodologies throughout the servicing operation Required Bachelors Statistics, Engineering or a quantitative science with at least a year or 2 of experience Masters in the same field with no experience is a possibility Proficiency with base SAS and SAS / STAT; expertise with formal statistical methodologies; strong knowledge of some or all of the following: logit models, generalized linear models, categorical data analyses, ANOVA and regression Expertise in modeling risk-based outcomes; familiarity with the logic of credit scoring and the development of marginal economic analysis; experience with traditional longitudinal and cohort analyses Preferred Knowledge in SAS Masters in Statistics Corporate/Financial Experience Applicants must be currently authorized to work in the United States on a full-time basis  What We Offer  We understand the important balance between work and life, fun and professionalism, and corporation verse community. We strive to support your career aspirations and provide the benefits you need to live a more fulfilling life.  Our compensation and benefits programs were created with an 'Employee-First Approach' focused on supporting, developing, and recognizing YOU. We offer a wide array of wellness and mental health initiatives, support volunteerism, and environmental efforts, encourage employee education through leadership training, skill-building, and tuition reimbursements, and always strive to provide promotion opportunities from within.  All these things are just a small way to show our employees that we recognize their value, we understand what is important to them, and we reward their contributions.",Data Scientist
"Summary Posted: Nov 2, 2020 Weekly Hours: 40 Role Number:200203793 Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. The people here at Apple don’t just craft products - they build the kind of wonder thatʼs revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it. Are you interested in being part of a team that continues to innovate the way people and machines interact? The launch of Siri was a defining moment in the history of Artificial Intelligence. Siri offers a faster, easier way to get things done on your Apple devices, even before you ask. Millions of people now use Siri to send messages, play their favorite song or even take a selfie. The AI/ML team is passionate about technology with a focus on enriching the customer experience. We are looking for a motivated Annotation Analyst that demonstrates active listening, integrity, acute attention to detail, and is passionate about impacting our customer's experience. Bring passion and dedication to your job and there's no telling what you could accomplish. This position will be based out of the Apple corporate campus in San Diego, CA. Key Qualifications Fluency in the Spanish language with excellent comprehension, grammar and proofreading skills Excellent English reading comprehension and writing skills Highly organized with strong attention to detail Excellent active listening skills with the ability to understand verbal nuances Understanding of the regions and cultural variations where Spanish is spoken Demonstrates attention to detail and critical thinking skills in evaluation of Siri’s language usage and dialect Ability to independently navigate systems and tools Demonstrates integrity and focuses on customer privacy Experience in content review or a similar environment, prior testing experience preferred Demonstrates flexibility and adaptability to changing work-flows and responsibilities Grows with a team where expertise is shared and feedback is welcomed Excels at working independently to make timely decisions and take appropriate actions Experience as an end user of Siri, similar Intelligent Personal Assistants, or other AI Successfully meets or exceeds targets, working within tight deadlines Ability to identify business process solutions that increase efficiencies Ability to maintain focus and aim for high results through large volumes of tasks Description Our team is comprised of very talented individuals, who are passionate about AI/ML and ensuring Apple services are at their best. As part of the Annotation Team you'll play a central role in enhancing the user experience. We work in a fast paced, dynamic, technology focused environment. As an Annotation Analyst, you'll listen and transcribe audio files and evaluate Siri’s response and language usage, from customers who have opted in to the grading program. You'll use your language and cultural knowledge, along with analytical skills, to evaluate responses against guidelines. Your flexibility and the ability to prioritize tasks is essential. We focus on the user experience, thinking creatively on how customers use Siri and use this knowledge for improvements. Because we believe our individual backgrounds, perspectives, and passions help us build the ideas that move all of us forward. We'll train you to be an expert in understanding, supporting and improving the customer experience. This position comes with competitive pay, great benefits, eligibility to participate in our company stock plan, time off, and employee discount. We are seeking applicants with fluency in the Spanish language. Education & Experience Bachelors degree or equivalent work experience preferred Additional Requirements Ability to work Monday- Friday from 9:00am-6:00pm local time; with scheduling and work flexibility based on business needs Positions with language skills require strong grammar and cultural awareness Successful completion of a pre-employment assessment and background check Successful completion of initial training and certification testing",Data Scientist
"Job Description Plans, designs and develops tools and models for deep learning that combine unsupervised and supervised learning. Develop deep learning frameworks including deep network construction, network architecture and hyper parameter tuning. Develop new deep learning algorithms to exploit novel distributed processor architectures. Utilizes efficient data loading and data augmentation techniques. Experience designing professional software using Python, C++. Drive to solve customers' problems using technical creativity and hard work. Master's or PhD in computer science, electrical engineering or related fields (statistics, applied math, computational neuroscience).  Qualifications Required Qualifications: Ph.D. in computer science, electrical engineering, or related fields (statistics, applied math, computational neuroscience) 3+ years of hands-on experience with deep learning research and model development.  Preferred Qualifications: Multiple peer reviewed machine learning publications in prominent industry journals Experience running experiments on cluster software (e.g. Kubernetes) Inside this Business Group Intel Labs is the company's world-class, industry leading research organization, responsible for driving Intel's technology pipeline and creating new opportunities. The mission of Intel Labs is to deliver breakthrough technologies to fuel Intel's growth. This includes identifying and exploring compelling new technologies and high risk opportunities ahead of business unit investment and demonstrating first-to-market technologies and innovative new usages for computing technology. Intel Labs engages the leading thinkers in academia and industry in addition to partnering closely with Intel business units.  Other Locations  US, California, Santa Clara  Posting Statement  All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.",Data Scientist
"Who we are Verve™ uses Movement Science™ to successfully connect brands with their customers across smartphones, digital out-of-home, connected TV, and the many emerging screens of the modern consumer journey. Our proprietary location intelligence, patented technology, premium inventory, and analytics capabilities empower marketers to reach consumers with mobile ad experiences that drive engagement and sales in the digital and physical worlds. A pioneer in mobile marketing, we hire the smartest, most innovative people in the industry and work with some of the biggest brands in the world.  We are currently seeking a Data Scientist to add to our growing team. This individual will help us analyze mobile location data, measure ads and targeting performance, expand our understanding on our customers and audience, and create new targeting capabilities and metrics, optimizing our internal bidding algorithms to maximize revenue and reduce cost, delivering greater value to both our advertisers and publishers.  Your Responsibilities: Identify how to solve business problems with exploratory data analyses Develop methods to leverage/extract/process/analyze complex, high-volume, high-dimensionality datasets from both internal and external sources Develop real-time algorithms for campaign and bidding optimization, and techniques to discover insights/patterns in mobile device location data Apply various cutting edge machine learning and/or statistical techniques in many different areas in ad tech Design experiments, A/B testing, evaluate the quality of derived assets and develop dashboards to continuously monitor model performance Work closely with the data infrastructure, product and engineering teams to produce Data Science models and move into daily production pipelines  Strong mathematical and statistical background; M.S. or Ph.D. in a relevant technical field, (e.g. applied mathematics, statistics, engineering, physics, computer science, operations research); or 2 to 3+ years’ experience in a relevant role Fluent in statistical analysis, data mining, and machine learning, especially in optimization, and deep learning Ability to program proficiently in both Python (PySpark) and SQL. Some knowledge in Scala/Java would be beneficial Experience in using common machine learning libraries such as Scikit- learn, Tensorflow, Keras Familiar with Linux/Unix operating systems Hands-on data engineering skills and big data processing experience such as Hadoop MapReduce/Spark/Pig/ElasticSearch Proven ability to think creatively about challenging analytical problems, self- motivated and reliable Enthusiasm for solving interesting problems and a willingness to learn and work in a team-oriented and constantly changing environment Ability to draw conclusions from data, communicate and recommend actions Ability to collaborate with teams across the globe in different time zones Work authorization in the US Strong Pluses: Strong preference given to those data scientists who also have strong big data engineering experience and who are familiar with cloud computing technologies such as AWS and/or GCP Experience with building predictive models or working with data in ad tech strong plus Experience in using Airflow and Kubernetes for (near) real-time machine learning model deployment Experience in working with different visualization tools such as Tableau, Grafa, Redash  What we offer: Competitive salary Join one of the top mobile advertising companies in the world Be part of a multicultural team (30+ nationalities) Benefit from working with some of the most experienced professionals of our industry and constantly grow with us Benefit from a tailored career development path Interested? - Please submit your 1-Page CV online + Github, Stackoverflow, Blog or Twitter link if you have one.",Data Scientist
"Bigger challenges. Bolder ideas. Global impact. At Viasat, we're on a mission to deliver connections with the capacity to change the world. We're the company behind the world's fastest satellite internet service, with technology that's helping to bridge the digital divide and improve life for our customers around the globe. By providing powerful new ways for people to connect with one another, gain greater access to education, entertainment, medical research, commerce, and much more, our team is empowering millions of customers worldwide.  We're looking for passionate, innovative professionals to join our team and connect the world to more. You'll work in a collaborative and inclusive environment that values diverse perspectives and continuous learning, and provides industry-leading benefits with unmatched opportunities for career growth. Our team is fearless in pursuit of new ideas and uncompromising in our quest to become the world's first truly global Internet Service Provider. Interested in joining our mission? Take a look at career opportunities at Viasat today.  Job Description  As a Data Scientist on the Business Operations team, you will provide analytics and insights into Operations business systems across Viasat. A significant amount of this role’s responsibility is aggregating, cleansing, joining, and storing data from varied sources. The talented individual in this position will develop analytical models while automating reporting and bringing the data visualization to life by building dashboards for stakeholders to use. The Data Scientist will perform data analyses encompassing in a range of analytic capabilities including but not limited to: statistical analysis, regression, time-series analysis, control charting, simulation, and other mathematical techniques.  Responsibilities include: Parse and manipulate raw data leveraging tools including R, Python, Tableau, Alteryx, Pentaho or Informatic with a strong preference for Python Ingest, understand, and fully synthesize large amounts of data from multiple sources to build a full comprehension of the story Analyze large data sets, while finding the truth in data, and develop efficient processes for data analysis and simple, elegant visualization Develop and automate daily, monthly, quarterly reporting for multiple business areas within Viasat Identifies data gaps, researches methods to fill these gaps and provide recommendations Gather and analyze facts and devise solutions to administrative problems Monitor big data with Business Intelligence tools, simulation, modeling, and statistics Experience building intuitive and actionable dashboards and data visualizations that drive business decisions (Tableau or similar) Requirements Currently pursuing a Bachelor's degree or higher in Computer Science, Data Science, Mathematics, Statistics, or related field. Experience with any of the following; Python, R, SQL, or Tableau Knowledge of Data Science Python experience creating data visualization packages, data cleansing, statistics (i.e. pandas, scikit-learn, matplotlib, seaborn, plotly, etc.) Data wrangling skills Excellent judgment, critical-thinking, and decision-making skills; can balance attention to detail with swift execution Able to identify stakeholders, build relationships, and influence others to drive progress Excellent analytical and problem solving skills Strong oral and written communication skills Preferences Experience with Java is a plus Internship or project experience with OBIEE reports Previous internship experience To learn more about this site and other office locations, please click here! Additional Requirements and information Minimum education: BA/BS Years of experience: 0-2 years Travel: Up to 10% Citizenship: US Citizenship Required Clearance: None Worker Classification: Employee  Viasat is proud to be an equal opportunity employer, seeking to create a welcoming and diverse environment. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, ancestry, physical or mental disability, medical condition, marital status, genetics, age, or veteran status or any other applicable legally protected status or characteristic.",Data Scientist
"Summary Posted: Nov 2, 2020 Weekly Hours: 40 Role Number:200203794 Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. The people here at Apple don’t just craft products - they build the kind of wonder thatʼs revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it. Are you interested in being part of a team that continues to innovate the way people and machines interact? The launch of Siri was a defining moment in the history of Artificial Intelligence. Siri offers a faster, easier way to get things done on your Apple devices, even before you ask. Millions of people now use Siri to send messages, play their favorite song or even take a selfie. The AI/ML team is passionate about technology with a focus on enriching the customer experience. We are looking for a motivated Annotation Analyst that demonstrates active listening, integrity, acute attention to detail, and is passionate about impacting our customer's experience. Bring passion and dedication to your job and there's no telling what you could accomplish. This position will be based out of the Apple corporate campus in San Diego, CA. Key Qualifications Fluency in the English language with excellent comprehension, grammar and proofreading skills Highly organized with strong attention to detail Excellent active listening skills with the ability to understand verbal nuances Understanding of the regions and cultural variations where English is spoken Demonstrates attention to detail and critical thinking skills in evaluation of Siri’s language usage and dialect Ability to independently navigate systems and tools Demonstrates integrity and focuses on customer privacy Experience in content review or a similar environment, prior testing experience preferred Demonstrates flexibility and adaptability to changing work-flows and responsibilities Grows with a team where expertise is shared and feedback is welcomed Excels at working independently to make timely decisions and take appropriate actions Experience as an end user of Siri, similar Intelligent Personal Assistants, or other AI Successfully meets or exceeds targets, working within tight deadlines Ability to identify business process solutions that increase efficiencies Ability to maintain focus and aim for high results through large volumes of tasks Description Our team is comprised of very talented individuals, who are passionate about AI/ML and ensuring Apple services are at their best. As part of the Annotation Team you'll play a central role in enhancing the user experience. We work in a fast paced, dynamic, technology focused environment. As an Annotation Analyst, you'll listen and transcribe audio files and evaluate Siri’s response and language usage, from customers who have opted in to the grading program. You'll use your language and cultural knowledge, along with analytical skills, to evaluate responses against guidelines. Your flexibility and the ability to prioritize tasks is essential. We focus on the user experience, thinking creatively on how customers use Siri and use this knowledge for improvements. Because we believe our individual backgrounds, perspectives, and passions help us build the ideas that move all of us forward. We'll train you to be an expert in understanding, supporting and improving the customer experience. This position comes with competitive pay, great benefits, eligibility to participate in our company stock plan, time off, and employee discount. We are seeking applicants with fluency in the English language. Education & Experience Bachelors degree or equivalent work experience preferred Additional Requirements Ability to work Monday- Friday from 9:00am-6:00pm local time; with scheduling and work flexibility based on business needs Positions with language skills require strong grammar and cultural awareness Successful completion of a pre-employment assessment and background check Successful completion of initial training and certification testing",Data Scientist
"We are Kubikware, an Inc 500 honoree digital agency with more than 15+ years of experience in the software development and recruiting market. One of our clients, a leading global technology services provider is looking to connect with Data Scientist in LA/OC/SD, for an immediate contract opportunity (C2H) with an enterprise healthcare client. Where is the work to be performed? Santa Ana office, when in-office resumes. Remote otherwise. Prefer someone locally however open for the full-time remote. Term: 6 months+ C2H Description: The top 5-10 responsibilities for this position: - Analytic data modeling development - Data exploration/research while quality testing of output from other developers - Technical documentation of logic and results - Presentation of logic and results to team and stakeholders TOP 3 SKILLS: 1) 3-4 years of experience as a Data Scientist of building and supporting predictive data models and code transformation and ad hoc analysis 2.)SQL, Python, Spark experience with a minimum of 3 -4 years of data modeling with linear regression, clustering 3) Preferably Matplot or Tableau for visualization, with neural networks and graph computation for analytics In-line Edit If you believe this role could be a great fit, please submit your profile and let´´s stay in touch!. Duración del contrato: 12 meses Tipo de puesto: Tiempo completo, Por contrato Experiencia: SQL, Python, Spark,: 3 años (Requisito mínimo)",Data Scientist
"Employer: Janssen Research & Development, LLC Job Title: Data Scientist Job Type: Full-Time Job Duties: Work with colleagues in research and development to design, build and deploy state-of-the-art scientific algorithms to support Janssen R&D initiatives. Assemble large, complex data sets that meet functional/non-functional business requirements. Develop and apply creative solutions that go beyond current tools to deliver data-driven insights to high-priority scientific problems. Identify, design and implement internal process improvements: automating manual processes and optimizing data delivery. Establish and execute strategies to increased usage and adoption of data science from project conceptualization to completion: defining requirements, data ingestion pipelines and database design. Apply machine-learning approaches to high dimensional data problems, including but not limited to, drug repurposing, biomarker identification and epidemiological research. Utilize graduate-level research and analysis skills. Must be available to work on projects at various, unanticipated sites throughout the United States  Qualifications Requirements: Employer will accept Master’s degree in Computer Science, Bioinformatics, Information Technology, Machine Learning, Data Engineering or related technical field and 6 month(s) of work experience in job offered or 6 month(s) of work experience in a position-related occupation. Experience may be gained concurrently. Any suitable combination of education, training, or experience is acceptable. Education or experience must include: 1) Experience with large datasets, understanding of data analysis workflows, and knowledge of query languages such as SQL; 2) Experience with common data science toolkits, such as Pandas, Scikit-Learn and NumPy; 3) Knowledge of statistics, machine learning algorithms such as Random Forest, SVM or Gradient Boosted Trees; 4) Experience with coding and visualization software/tools such as Python and Tableau; 5) Experience with big data tools such as Spark or Redshift; 6) Experience with cloud technologies such as Amazon Web Services (AWS); 7) Experience managing complex, data driven, projects requiring coordination with multiple stakeholders; 8) Experience setting up and managing agile software development environment, with continuous integration and continuous deployment (CI/CD); 9) Experience in normalization of consumer and public data; 10) Experience applying machine learning approaches, creating training sets and evaluation model performance; 11)Experience establishing reproducible, scalable data processing pipelines for large datasets; 12) Experience in Agile software development environments such as Scrum or SAFe; and 13) Experience with analytical techniques such as regression analysis and classification. Must be available to work on projects at various, unanticipated sites throughout the United States  Primary Location United States-California-San Diego- Organization Janssen Research & Development, LLC (6084) Job Function R&D Requisition ID 2005859678W",Data Scientist
"The Clinical Laboratory Scientist, Data Review will review chromatographic data and calculated results obtained from a variety of standardized urinalysis tests in a toxicology laboratory for the detection of prescription and illicit drugs using advanced LC-MS-MS technology and EIA; applies toxicological and chromatographic rule sets to determine acceptability of results; requests additional testing as necessary; approves reports and patient results to ordering physicians.  Responsible for testing to troubleshoot result issues. Reports laboratory test results for all test methods approved by CAP, NY and CLIA. Ensures accuracy and quality of test results meeting required turnaround times. Enters testing data and reviews chromatography and calculated results from a variety of standardized tests on urine samples using advanced LC-MS-MS technology and EIA for the detection of prescription and illicit drugs. Evaluates the validity of results obtained, maintains proper records of results and creates a report of results. Maintains quality control and LC-MS-MS chromatographic data prior to release or results to physicians. Ensures that testing methods follow established quality control procedures. Identifies, troubleshoots, documents and resolves test result issues. Documents issues using the Laboratory Occurrence Management (LOM) form. Acts as a resource to laboratory technicians, laboratory assistants and associate scientists. Follows safe laboratory practices and participates in operational support activities necessary to maintain and optimize testing capabilities. May oversee the duties of clinical laboratory technicians, clinical laboratory assistants and associate scientists who prepare specimens or perform other less complex procedures. Participates in internal laboratory audits.   Required Skills 0-4 years’ experience in high complexity testing; CLIA/CAP environment Must maintain continuing education units required by California Department of Health Services Knowledgeable in laboratory methods and techniques Knowledgeable of equipment and supplies used in a laboratory Proficient in MS applications (Word/Excel/PowerPoint/Outlook) Strong interpersonal skills and ability to communicate with all levels of employees Effective attention to detail with high degree of accuracy Bachelor’s degree with current California CLS license ASCP license highly preferred  Millennium Health offers a competitive, comprehensive benefits package. Millennium Health is an Equal Opportunity/Affirmative Action employer and E-Verify participant. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, gender identity, sexual orientation or protected veteran status https://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm  Required Experience",Data Scientist
